MS SubClass,MS Zoning,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Fence,Sale Type,SalePrice
20,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,1092.0,TA,1092,1092,1,TA,6,TA,Attchd,1957.0,Fin,1.0,299.0,TA,MnWw,WD ,141000
120,FV,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1241.0,Ex,1241,1241,1,Gd,4,NA,Attchd,2007.0,Fin,2.0,569.0,TA,NA,New,199900
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1350.0,TA,1334,1334,2,TA,6,TA,Attchd,1977.0,RFn,2.0,630.0,TA,NA,WD ,167900
20,RL,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,6,1960,1987,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,1144.0,Ex,1429,1429,1,Gd,7,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,NA,WD ,181900
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1566.0,Ex,1566,1566,2,Gd,7,NA,Attchd,2008.0,RFn,2.0,750.0,TA,NA,WD ,262500
60,RL,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,7,1977,1992,Hip,HdBoard,HdBoard,BrkFace,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,908.0,Ex,1316,2288,1,Gd,8,TA,Attchd,1977.0,RFn,2.0,520.0,TA,NA,WD ,230000
120,FV,IR1,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1698.0,Ex,1709,1709,2,Gd,5,TA,Attchd,1999.0,Fin,2.0,506.0,TA,NA,CWD,328900
20,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1721.0,Ex,1721,1721,2,Gd,7,NA,Attchd,2005.0,RFn,2.0,554.0,TA,NA,WD ,232698
20,RL,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1254.0,Ex,1254,1254,2,Gd,5,NA,Attchd,2008.0,RFn,3.0,810.0,TA,NA,WD ,221800
50,RL,Reg,Lvl,Corner,Sawyer,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,576.0,Gd,864,1350,1,Gd,6,NA,2Types,1973.0,Unf,3.0,627.0,TA,MnPrv,WD ,152400
20,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1630.0,Ex,1630,1630,2,Gd,6,TA,Attchd,2000.0,Unf,2.0,451.0,TA,NA,WD ,213000
60,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,784.0,Ex,831,1585,2,Gd,7,NA,Attchd,2005.0,RFn,2.0,449.0,TA,NA,WD ,184900
190,RL,Reg,Lvl,Corner,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1165.0,TA,1336,1336,1,TA,5,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,NA,WD ,157000
20,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1962,2002,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864.0,Gd,1211,1211,1,TA,6,TA,Detchd,1972.0,Unf,2.0,576.0,TA,MnPrv,WD ,144000
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1979,1999,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1259.0,Ex,1353,1353,2,TA,5,TA,Attchd,1979.0,RFn,2.0,478.0,TA,NA,WD ,192350
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1966,1966,Hip,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1174.0,Ex,1200,1200,2,TA,6,TA,Attchd,1966.0,RFn,2.0,440.0,TA,MnPrv,CWD,163500
60,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1475.0,Ex,1532,2329,2,Gd,10,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,NA,WD ,262280
20,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1536.0,Ex,1536,1536,2,Gd,7,NA,Attchd,2002.0,RFn,2.0,532.0,TA,NA,WD ,214000
60,RL,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1063.0,Ex,1071,2172,2,Gd,9,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,NA,New,280000
60,RL,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,756.0,TA,1051,1839,1,TA,7,TA,Attchd,1966.0,Unf,2.0,442.0,TA,NA,WD ,155000
50,C (all),Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,Wd Sdng,Wd Sdng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,Unf,1020.0,Fa,1020,1020,1,Fa,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,ConLD,64500
60,RL,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,6,7,1993,1993,Gable,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,946.0,Ex,964,1802,2,Gd,8,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,NA,WD ,218000
80,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,7,1977,1977,Gable,Plywood,VinylSd,BrkFace,TA,TA,CBlock,TA,Ex,Av,ALQ,Unf,995.0,TA,1009,1009,2,TA,6,Fa,Detchd,1977.0,Unf,2.0,576.0,TA,MnPrv,WD ,160000
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1338.0,Ex,1338,1338,2,Gd,6,NA,Attchd,2007.0,RFn,2.0,598.0,TA,NA,New,208900
160,FV,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,689.0,Ex,703,1392,2,Gd,5,NA,Detchd,2007.0,Unf,2.0,540.0,TA,NA,WD ,146000
120,RL,IR2,Lvl,Inside,Veenker,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1260.0,Ex,1288,1288,1,Ex,4,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,NA,WD ,245500
45,RM,Reg,Bnk,Inside,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,992.0,Ex,1013,1013,1,TA,6,NA,Detchd,1926.0,Unf,1.0,160.0,Fa,NA,WD ,113000
20,RL,IR1,Lvl,FR3,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1782.0,Ex,1782,1782,2,Gd,7,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,NA,WD ,296000
20,RL,IR1,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1922.0,Ex,1922,1922,2,Gd,8,Gd,Attchd,2005.0,Fin,3.0,676.0,TA,NA,WD ,377426
20,RL,Reg,Lvl,FR2,NridgHt,Norm,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1700.0,Ex,1718,1718,2,Ex,7,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,NA,WD ,337500
50,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,Fa,TA,Mn,Unf,Unf,624.0,Ex,624,936,1,TA,5,NA,Attchd,1948.0,Unf,1.0,265.0,TA,NA,WD ,97900
20,FV,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1218.0,Ex,1218,1218,2,Gd,4,NA,Attchd,2009.0,Fin,2.0,676.0,TA,NA,New,208300
60,RL,Reg,Lvl,Inside,Mitchel,Norm,1Fam,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,910.0,Ex,910,1820,2,Gd,8,TA,Attchd,1996.0,Unf,3.0,816.0,TA,NA,WD ,213000
60,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,880.0,Ex,880,1724,2,Gd,8,NA,Attchd,1998.0,Fin,2.0,527.0,TA,NA,WD ,188000
20,RL,IR1,Lvl,Corner,NAmes,Feedr,1Fam,1Story,6,6,1958,1958,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,1121.0,Ex,1336,1336,1,TA,7,TA,Attchd,1958.0,RFn,2.0,488.0,TA,NA,WD ,162000
50,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,910.0,TA,910,1558,1,TA,6,NA,Attchd,1950.0,Unf,1.0,282.0,TA,MnPrv,WD ,152000
60,FV,Reg,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,991.0,Ex,991,1947,2,Gd,8,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,GdWo,WD ,254900
20,RL,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,7,5,1978,1978,Hip,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,2048.0,TA,2064,2064,2,Gd,7,Fa,Attchd,1978.0,Fin,2.0,550.0,TA,NA,WD ,235000
190,RL,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1164.0,TA,1164,1164,1,TA,5,NA,Detchd,1950.0,Unf,1.0,240.0,TA,NA,ConLD,125000
120,RL,Reg,Lvl,FR2,NPkVill,Norm,Twnhs,1Story,7,6,1975,1975,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,836.0,Ex,836,836,1,TA,4,NA,Attchd,1975.0,Unf,1.0,308.0,TA,NA,WD ,120000
20,A (agr),Reg,Lvl,Inside,Mitchel,Artery,1Fam,1Story,1,3,1951,1951,Gable,CBlock,VinylSd,None,TA,Fa,CBlock,NA,NA,NA,NA,NA,0.0,TA,1600,1600,1,TA,6,NA,Attchd,1951.0,Unf,1.0,270.0,Fa,NA,WD ,81500
90,RL,Reg,Lvl,Inside,Edwards,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,816.0,TA,816,816,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,118500
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,1766.0,Ex,1766,1766,2,Ex,7,Gd,Attchd,2009.0,Fin,3.0,478.0,TA,NA,New,370878
90,RH,Reg,HLS,Inside,Crawfor,Norm,Duplex,2Story,5,6,1949,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1001.0,TA,1001,2002,2,TA,8,NA,2Types,1949.0,Unf,3.0,871.0,TA,NA,WD ,145000
50,RL,IR1,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,798.0,Ex,1137,1954,1,Gd,8,TA,Attchd,1939.0,Unf,2.0,431.0,TA,NA,WD ,311500
120,RL,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1220.0,Ex,1364,1364,2,Gd,6,Gd,Attchd,2006.0,Fin,2.0,437.0,TA,NA,New,210250
60,RL,IR1,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,916.0,Ex,920,1861,2,Gd,8,NA,BuiltIn,2002.0,RFn,2.0,492.0,TA,NA,WD ,200000
90,RL,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,Plywood,Plywood,None,TA,TA,CBlock,NA,NA,NA,NA,NA,0.0,TA,1302,1734,2,Gd,8,NA,Attchd,1977.0,Unf,2.0,539.0,TA,NA,COD,126000
70,RL,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,4,8,1900,2003,Gable,MetalSd,MetalSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,405.0,Gd,717,1039,1,TA,6,NA,Detchd,1940.0,Unf,1.0,281.0,TA,NA,WD ,114000
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,4,1910,1950,Gable,VinylSd,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,677.0,TA,833,1510,2,Gd,7,NA,Detchd,1974.0,Unf,2.0,720.0,TA,NA,WD ,87500
60,RL,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1149.0,Ex,1164,2541,3,Ex,10,Gd,BuiltIn,2005.0,Fin,3.0,729.0,TA,NA,WD ,349265
20,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1454.0,Ex,1434,1434,2,Gd,6,TA,Attchd,2001.0,RFn,2.0,527.0,TA,NA,WD ,189000
60,FV,IR1,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,812.0,Ex,812,1653,2,Gd,6,NA,Attchd,2003.0,RFn,2.0,628.0,TA,NA,WD ,209000
70,RM,Reg,Lvl,Corner,OldTown,Artery,1Fam,2Story,6,7,1900,1950,Gable,Stucco,BrkFace,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,917.0,Gd,1090,2007,2,Ex,8,NA,Detchd,1930.0,Unf,1.0,357.0,TA,NA,WD ,160000
20,RL,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,1Story,5,5,1974,1974,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Fa,TA,Gd,ALQ,Unf,1037.0,TA,1037,1037,1,TA,5,NA,Attchd,1974.0,RFn,2.0,431.0,TA,NA,WD ,129000
20,RL,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,5,1974,1975,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,1389.0,Gd,1389,1389,1,TA,6,TA,Attchd,1975.0,RFn,2.0,418.0,TA,NA,WD ,170000
30,RL,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,440.0,TA,694,694,1,Gd,4,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,MnPrv,WD ,90350
50,RL,Reg,Lvl,Corner,Edwards,Artery,1Fam,1.5Fin,6,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,572.0,Fa,572,1096,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,79000
20,RL,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,894.0,TA,894,894,1,TA,5,NA,Attchd,1975.0,Unf,2.0,552.0,TA,GdWo,WD ,149900
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1971,1971,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,No,Rec,ALQ,864.0,TA,864,864,1,TA,5,NA,Detchd,1977.0,Unf,2.0,576.0,TA,NA,WD ,123000
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,2,1900,1950,Gable,AsbShng,Stucco,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,1095.0,Fa,1095,1774,2,TA,8,NA,2Types,1920.0,Unf,3.0,779.0,Fa,NA,WD ,87000
50,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1032.0,TA,1032,1252,1,TA,6,NA,Attchd,1950.0,Unf,1.0,288.0,TA,NA,WD ,119000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1148.0,TA,1148,1148,1,TA,6,NA,Attchd,1959.0,Unf,1.0,672.0,TA,GdPrv,WD ,132500
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,7,1925,1996,Hip,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,588.0,Fa,833,1666,1,Gd,7,Gd,Detchd,1925.0,Unf,1.0,228.0,TA,MnPrv,WD ,161000
60,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,9,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1357.0,Ex,1366,1947,2,Gd,7,TA,BuiltIn,2001.0,Fin,3.0,725.0,TA,NA,WD ,274000
20,RL,Reg,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912.0,TA,912,912,1,TA,5,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,MnPrv,WD ,125000
90,RL,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,6,1946,1950,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1195.0,TA,1195,1195,2,TA,8,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,GdWo,WD ,98500
20,RL,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1624.0,Ex,1624,1624,2,Gd,5,Fa,Attchd,1994.0,RFn,3.0,757.0,TA,GdPrv,WD ,262000
20,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,7,1979,1979,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,914.0,TA,914,914,1,TA,5,NA,Attchd,1979.0,Unf,2.0,444.0,TA,NA,WD ,134900
20,RL,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,6,1959,1959,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,1350.0,Gd,1328,1328,1,TA,5,Gd,Attchd,1959.0,RFn,1.0,308.0,TA,NA,WD ,170000
70,RL,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1926,1991,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686.0,TA,686,1461,1,TA,6,Gd,Detchd,1926.0,Unf,1.0,225.0,TA,MnPrv,WD ,135000
60,RL,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,6,5,1990,1991,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,930.0,Ex,1364,2683,2,Gd,9,Gd,Attchd,1990.0,RFn,2.0,473.0,TA,NA,WD ,290000
20,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1246.0,Ex,1258,1258,2,Gd,6,NA,Attchd,2007.0,RFn,2.0,462.0,TA,NA,New,173500
20,RL,Reg,Bnk,Inside,Edwards,Norm,1Fam,2Story,5,8,1948,2002,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Gd,No,GLQ,Unf,896.0,Ex,1112,2008,3,Ex,8,NA,Attchd,1948.0,Unf,1.0,230.0,TA,NA,WD ,225000
20,RL,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,864.0,TA,1187,1187,1,TA,6,TA,Attchd,1961.0,RFn,2.0,440.0,TA,NA,CWD,140500
20,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990.0,Gd,990,990,1,TA,5,NA,Attchd,1996.0,Unf,1.0,299.0,TA,NA,WD ,126000
160,FV,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,960.0,Ex,962,1586,2,Gd,7,NA,Detchd,1999.0,Unf,2.0,480.0,TA,NA,WD ,170000
20,RL,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,5,1995,1995,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,990.0,Ex,990,990,1,TA,5,NA,Attchd,1996.0,Unf,2.0,576.0,TA,NA,WD ,156000
20,RL,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5,6,1957,1997,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,1484.0,TA,1600,1600,1,TA,6,Gd,Attchd,1957.0,RFn,1.0,319.0,TA,NA,WD ,207500
60,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,896.0,Ex,896,1792,2,Gd,8,NA,Attchd,2007.0,Fin,2.0,590.0,TA,NA,New,255000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1958,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,1170.0,TA,1170,1170,1,TA,6,TA,Attchd,1958.0,RFn,1.0,338.0,TA,NA,WD ,140000
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,3,5,1905,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,738.0,Gd,714,1376,1,TA,7,NA,Detchd,1930.0,Unf,1.0,216.0,TA,NA,WD ,96900
20,RL,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5,6,1966,1966,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,1154.0,Ex,1154,1154,1,TA,6,Po,Attchd,1966.0,RFn,2.0,480.0,TA,MnPrv,WD ,154000
70,RM,IR1,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,9,1910,1999,Hip,VinylSd,VinylSd,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,725.0,Ex,909,1772,2,Gd,7,NA,Detchd,1992.0,Unf,2.0,816.0,TA,MnPrv,WD ,184900
30,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,951.0,Ex,951,951,1,TA,6,NA,Detchd,1936.0,Unf,1.0,327.0,TA,NA,WD ,106500
60,RL,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1455.0,Ex,1466,2687,2,Gd,10,TA,BuiltIn,2000.0,RFn,3.0,810.0,TA,NA,WD ,327000
20,RL,Reg,Lvl,Corner,Somerst,PosN,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2458.0,Ex,2490,2490,2,Ex,9,Gd,Attchd,2005.0,Fin,3.0,795.0,TA,GdPrv,WD ,468000
