wetbulb,wetbulb_rolling_14,wetbulb_rolling_14_lag_10,dewpoint,dewpoint_rolling_14,dewpoint_rolling_14_lag_10,tmin,tmin_rolling_14,tmin_rolling_14_lag_10,tavg,tavg_rolling_14,tavg_rolling_14_lag_10,tmax,tmax_rolling_14,tmax_rolling_14_lag_10,species_PIPIENS,species_PIPIENS/RESTUANS,species_RESTUANS,species_SALINARIUS,species_ERRATICUS,species_TARSALIS,species_TERRITANS,ts,ts_rolling_14,ts_rolling_14_lag_7,tsra,tsra_rolling_14,tsra_rolling_14_lag_7,vcts,vcts_rolling_14,vcts_rolling_14_lag_7,ra,ra_rolling_14,ra_rolling_14_lag_7,br,br_rolling_14,br_rolling_14_lag_7,hz,hz_rolling_14,hz_rolling_14_lag_7,preciptotal,preciptotal_rolling_14,preciptotal_rolling_14_lag_7,avgspeed,avgspeed_rolling_14,lat,long,cool,heat,date,wnv
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.778748,-87.586427,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.775051,-87.65535600000001,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.766202,-87.562889,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.766202,-87.562889,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.766202,-87.562889,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.754676,-87.612922,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.821582,-87.62779599999999,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.821582,-87.62779599999999,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.803422999999995,-87.642984,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.754292,-87.590773,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.692555,-87.598865,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.721474,-87.648064,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.721474,-87.648064,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.688324,-87.676709,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.688324,-87.676709,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.869107,-87.69629300000001,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.723195000000004,-87.64997,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.868077,-87.666901,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.868077,-87.666901,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.862292,-87.64886,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.862292,-87.64886,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.862292,-87.64886,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.869215999999994,-87.627561,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.869215999999994,-87.627561,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.720848,-87.666014,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.720848,-87.666014,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.704336,-87.70373599999999,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.731922,-87.677512,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.731922,-87.677512,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.733643,-87.55551,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.733643,-87.55551,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.717753,-87.531657,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.717753,-87.531657,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.750498,-87.605294,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.702723999999996,-87.536497,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.702723999999996,-87.536497,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.729669,-87.582699,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.798697,-87.736812,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.673408,-87.599862,11,0,2007-09-19,1
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.673408,-87.599862,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.673408,-87.599862,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.704572,-87.56566600000001,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.704572,-87.56566600000001,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.662014,-87.72460799999999,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.726465000000005,-87.585413,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.726465000000005,-87.585413,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.726465000000005,-87.585413,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.878114000000004,-87.629798,11,0,2007-09-19,0
65,53.642857142857146,57.5,59,44.785714285714285,51.214285714285715,65,51.142857142857146,55.642857142857146,75,63.07142857142857,65.28571428571429,84,74.5,74.57142857142857,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.7,9.671428571428567,41.958271,-87.702575,10,0,2007-09-19,0
65,53.642857142857146,57.5,59,44.785714285714285,51.214285714285715,65,51.142857142857146,55.642857142857146,75,63.07142857142857,65.28571428571429,84,74.5,74.57142857142857,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.7,9.671428571428567,41.994469,-87.667736,10,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.776156,-87.778927,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.776156,-87.778927,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.776156,-87.778927,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.772846,-87.740029,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.772846,-87.740029,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.772846,-87.740029,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.825902,-87.667827,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.682587,-87.707973,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.682587,-87.707973,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.682587,-87.707973,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.903002,-87.68826700000001,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.903002,-87.68826700000001,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.719059,-87.675088,11,0,2007-09-19,0
65,54.714285714285715,56.0,59,45.92857142857143,49.285714285714285,68,52.714285714285715,53.92857142857143,76,64.5,63.785714285714285,84,75.78571428571429,73.35714285714286,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.04357142857142844,9.0,9.885714285714283,41.678618,-87.559308,11,0,2007-09-19,0
