date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,bcfg,br,dz,fg,fg+,fu,gr,hz,mifg,ra,sn,sq,ts,tsra,vcfg,vcts
2007-10-31,63,43,53,38,46,12,0,0.0,29.36,30.03,12.2,25,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,73,48,61,51,57,4,0,0.0,29.01,29.67,9.8,17,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-02,74,55,65,56,60,0,0,0.74,28.85,29.52,11.9,19,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-03,56,44,50,42,46,15,0,0.01,29.08,29.69,11.2,25,12.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-04,66,39,53,33,45,12,0,0.0,29.38,30.02,5.1,23,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-05,74,50,62,38,50,3,0,0.0,29.34,29.99,3.7,23,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-06,82,52,67,43,55,0,2,0.0,29.23,29.88,6.9,22,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-07,71,50,61,53,56,4,0,0.71,29.03,29.69,1.9,22,11.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-08,59,47,53,36,45,12,0,0.0,29.14,29.81,14.3,5,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-09,58,42,50,35,44,15,0,0.0,29.2,29.85,6.5,3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-10,61,41,51,39,46,14,0,0.0,29.15,29.84,6.0,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-11,60,47,54,44,48,11,0,1.46,28.89,29.53,14.3,2,17.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-12,53,41,47,39,43,18,0,0.0,29.32,29.96,4.9,6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-13,73,45,59,45,52,6,0,0.32,29.28,29.95,13.7,18,14.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-14,61,46,54,49,52,11,0,0.02,29.25,29.89,2.5,21,8.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-15,57,43,50,37,45,15,0,0.0,29.38,30.05,7.5,5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-16,72,41,57,41,50,8,0,0.0,29.16,29.86,8.3,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-17,73,50,62,41,52,3,0,0.26,28.94,29.61,11.2,29,14.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-18,55,45,50,40,46,15,0,0.0,28.98,29.63,1.6,35,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-19,59,42,51,34,44,14,0,0.0,29.02,29.69,4.4,7,6.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-20,64,49,57,37,47,8,0,0.0,29.0,29.66,6.9,30,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-21,65,45,55,36,46,10,0,0.0,29.05,29.7,6.8,33,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-22,56,47,52,38,45,13,0,0.0,29.29,29.93,10.5,5,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-23,59,48,54,40,46,11,0,0.0,29.47,30.11,10.4,3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-24,68,44,56,38,48,9,0,0.0,29.51,30.17,6.9,7,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-25,78,51,65,48,57,0,0,0.0,29.26,29.93,11.1,17,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-26,84,53,69,60,65,0,4,0.0,29.17,29.8,7.3,24,12.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2008-05-27,53,45,49,36,43,16,0,0.0,29.54,30.18,18.0,2,17.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-28,61,45,53,35,44,12,0,0.0,29.66,30.33,7.8,7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-29,68,45,57,38,48,8,0,0.08,29.46,30.17,2.2,10,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-30,77,58,68,60,63,0,3,0.3,29.09,29.79,9.4,20,10.7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008-05-31,79,60,70,56,62,0,5,0.0,29.15,29.79,11.1,28,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,71,56,64,46,55,1,0,0.0,29.29,29.94,5.6,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-02,85,61,73,53,61,0,8,0.0,29.21,29.87,1.7,13,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-03,74,57,66,58,60,0,1,0.92,29.02,29.67,5.2,3,6.7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2008-06-04,78,59,69,61,64,0,4,0.02,28.95,29.6,3.1,5,4.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2008-06-05,88,68,78,69,72,0,13,0.22,29.06,29.69,13.2,20,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008-06-06,86,73,80,69,72,0,15,0.03,29.14,29.75,19.2,20,19.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-07,84,72,78,71,73,0,13,0.07,29.23,29.85,11.8,19,12.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-06-08,87,65,76,69,71,0,11,1.31,29.18,29.8,4.2,19,11.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2008-06-09,74,65,70,64,66,0,5,0.21,29.17,29.8,6.5,23,8.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-10,80,60,70,56,63,0,5,0.01,29.25,29.88,9.3,25,10.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-11,86,66,76,55,64,0,11,0.0,29.34,29.97,9.4,18,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-12,91,73,82,63,70,0,17,0.0,29.26,29.89,14.8,18,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-13,82,66,74,63,66,0,9,0.19,29.28,29.91,9.6,23,10.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2008-06-14,84,61,73,52,62,0,8,0.0,29.29,29.92,8.7,24,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-15,82,60,71,60,64,0,6,0.29,29.23,29.83,8.4,24,9.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-06-16,74,60,67,49,57,0,2,0.0,29.25,29.89,10.8,31,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-17,76,56,66,46,55,0,1,0.0,29.32,29.96,10.2,30,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-18,75,58,67,49,56,0,2,0.0,29.26,29.91,5.0,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-19,80,55,68,47,57,0,3,0.0,29.27,29.92,1.5,14,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-20,83,60,72,52,59,0,7,0.04,29.3,29.95,6.5,23,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-21,83,62,73,53,61,0,8,0.01,29.29,29.93,5.6,29,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-22,81,61,71,53,60,0,6,0.02,29.23,29.87,1.5,34,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-23,76,57,67,54,59,0,2,0.0,29.38,30.03,3.8,3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-24,82,57,70,52,60,0,5,0.0,29.49,30.13,4.3,18,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-25,79,67,73,65,68,0,8,0.11,29.34,29.98,7.5,21,8.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-26,87,71,79,67,71,0,14,0.0,29.21,29.84,6.8,25,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-27,85,69,77,67,70,0,12,0.0,29.11,29.74,8.3,21,9.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-28,84,66,75,55,63,0,10,0.0,29.05,29.68,13.3,26,14.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-29,77,61,69,58,61,0,4,0.22,29.13,29.75,7.9,30,10.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-30,81,59,70,49,58,0,5,0.0,29.34,29.96,5.5,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,84,57,71,50,60,0,6,0.0,29.3,29.95,8.2,23,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-02,89,63,76,62,67,0,11,0.12,29.14,29.78,7.4,24,11.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-07-03,71,59,65,51,57,0,0,0.0,29.39,30.01,13.3,3,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-04,75,58,67,50,58,0,2,0.0,29.4,30.05,6.5,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-05,79,57,68,52,60,0,3,0.0,29.36,30.01,4.7,10,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-06,88,63,76,58,65,0,11,0.0,29.28,29.92,8.3,19,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-07,87,74,81,68,71,0,16,0.11,29.21,29.86,10.8,21,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-08,86,46,66,68,71,0,0,0.28,29.16,29.8,7.4,24,8.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008-07-09,85,67,76,55,64,0,11,0.0,29.31,29.94,8.1,32,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-10,84,64,74,62,67,0,9,0.43,29.33,29.97,8.1,23,8.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-11,89,64,77,65,69,0,12,0.03,29.3,29.95,3.7,19,7.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2008-07-12,83,66,75,64,67,0,10,0.65,29.25,29.87,8.4,26,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-13,79,61,70,53,61,0,5,0.0,29.18,29.83,13.6,27,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-14,84,62,73,54,62,0,8,0.0,29.28,29.9,1.9,29,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-15,91,67,79,63,69,0,14,0.0,29.36,29.98,7.8,22,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-16,91,73,82,67,71,0,17,0.0,29.44,30.07,5.2,21,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-17,90,74,82,66,71,0,17,0.0,29.39,30.03,8.9,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-18,91,73,82,67,71,0,17,0.0,29.3,29.94,6.8,23,8.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-07-19,80,70,75,70,71,0,10,1.22,29.24,29.89,1.1,23,5.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-07-20,86,68,77,68,71,0,12,0.43,29.25,29.89,6.1,27,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-21,84,70,77,66,69,0,12,0.13,29.26,29.9,2.4,2,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2008-07-22,75,66,71,61,64,0,6,0.06,29.36,29.98,8.6,3,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-07-23,81,60,71,52,61,0,6,0.0,29.44,30.08,8.3,36,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-24,82,60,71,52,61,0,6,0.0,29.39,30.04,4.3,24,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-25,84,65,75,63,67,0,10,0.0,29.33,29.98,6.8,22,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-26,85,67,76,58,66,0,11,0.0,29.28,29.92,6.9,30,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-27,83,63,73,58,65,0,8,0.0,29.22,29.87,5.9,24,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-28,84,70,77,63,68,0,12,0.0,29.21,29.85,4.4,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-29,89,70,80,67,71,0,15,0.23,29.21,29.83,5.9,20,7.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-30,90,72,81,67,71,0,16,0.0,29.1,29.73,8.8,27,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-31,89,71,80,69,72,0,15,0.5,29.11,29.74,5.6,27,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-01,89,72,81,69,73,0,16,0.0,29.14,29.77,1.9,6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-02,80,68,74,60,65,0,9,0.0,29.28,29.9,8.6,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-03,85,63,74,61,67,0,9,0.0,29.3,29.94,5.2,19,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-04,88,69,79,69,71,0,14,0.59,29.24,29.89,2.9,19,9.1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2008-08-05,88,71,80,69,72,0,15,0.08,29.3,29.91,2.9,31,6.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-08-06,84,67,76,60,66,0,11,0.01,29.35,29.98,5.4,29,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-07,81,63,72,57,63,0,7,0.01,29.31,29.96,7.1,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-08,78,64,71,54,61,0,6,0.0,29.34,29.99,3.5,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-09,78,61,70,58,63,0,5,0.0,29.25,29.91,3.8,28,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-10,74,61,68,53,59,0,3,0.0,29.36,30.0,10.2,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-11,76,60,68,57,62,0,3,0.0,29.36,30.01,3.5,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-12,77,62,70,57,62,0,5,0.0,29.23,29.89,3.3,10,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-13,77,66,72,59,63,0,7,0.0,29.17,29.82,3.1,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-14,78,65,72,60,64,0,7,0.0,29.28,29.91,7.7,3,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-15,78,61,70,55,61,0,5,0.0,29.49,30.11,7.5,4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-16,82,59,71,53,61,0,6,0.0,29.46,30.11,5.5,29,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-17,85,63,74,59,65,0,9,0.0,29.34,30.0,8.5,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-18,85,65,75,58,65,0,10,0.0,29.33,29.97,6.6,26,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-19,84,65,75,64,68,0,10,0.0,29.42,30.05,4.9,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-20,81,67,74,59,65,0,9,0.0,29.46,30.1,7.3,10,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-21,82,69,76,60,66,0,11,0.0,29.36,30.02,6.5,14,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-22,84,75,80,69,72,0,15,0.0,29.39,30.02,11.1,19,11.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2008-08-23,90,69,80,68,71,0,15,0.0,29.36,30.0,8.3,24,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008-08-24,78,65,72,57,63,0,7,0.0,29.38,30.03,8.7,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-25,74,66,70,56,61,0,5,0.0,29.41,30.06,12.7,5,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-26,75,61,68,55,61,0,3,0.0,29.34,30.01,7.9,7,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-27,82,60,71,57,63,0,6,0.0,29.25,29.91,4.2,9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-28,81,67,74,65,68,0,9,0.02,29.15,29.8,5.7,19,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-29,84,67,76,61,66,0,11,0.0,29.29,29.91,3.6,2,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-08-30,87,61,74,55,64,0,9,0.0,29.44,30.07,2.0,23,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-31,89,65,77,57,65,0,12,0.0,29.47,30.11,4.8,12,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,89,67,78,54,64,0,13,0.0,29.42,30.07,7.7,12,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-02,95,68,82,61,68,0,17,0.0,29.36,30.0,2.8,17,4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008-09-03,77,68,73,62,65,0,8,0.0,29.34,29.99,11.2,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-04,68,63,66,63,64,0,1,2.68,29.13,29.8,11.2,3,12.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-05,68,58,63,58,60,2,0,0.01,29.28,29.92,4.3,32,4.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-06,74,56,65,54,59,0,0,0.0,29.34,29.98,5.1,28,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-07,74,58,66,52,58,0,1,0.01,29.41,30.05,7.0,26,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-08,70,53,62,54,56,3,0,1.01,29.45,30.1,4.9,33,6.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-09,68,49,59,46,52,6,0,0.01,29.51,30.17,3.1,36,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-10,72,50,61,47,54,4,0,0.0,29.54,30.2,4.0,14,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-11,79,57,68,57,62,0,3,0.0,29.4,30.07,8.6,18,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-12,73,69,71,68,69,0,6,0.62,29.28,29.95,6.6,23,7.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-13,77,69,73,71,72,0,8,3.07,29.04,29.7,7.2,22,9.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-14,72,58,65,62,63,0,0,1.75,29.01,29.66,7.2,32,9.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-15,65,55,60,53,56,5,0,0.01,29.47,30.09,5.9,33,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-16,71,50,61,50,55,4,0,0.0,29.52,30.18,5.3,24,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-17,83,58,71,56,61,0,6,0.0,29.52,30.17,2.2,28,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-18,74,62,68,56,60,0,3,0.0,29.62,30.27,7.2,9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-19,79,58,69,53,60,0,4,0.0,29.52,30.19,6.1,18,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-20,82,59,71,56,62,0,6,0.0,29.51,30.16,2.3,12,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-21,80,60,70,61,65,0,5,0.0,29.6,30.24,3.0,9,3.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-22,82,63,73,59,64,0,8,0.0,29.65,30.3,6.7,12,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-23,83,63,73,56,63,0,8,0.0,29.62,30.28,6.6,15,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-24,82,62,72,57,63,0,7,0.0,29.6,30.25,2.7,21,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-25,78,66,72,61,65,0,7,0.0,29.59,30.25,5.4,4,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-26,78,60,69,54,61,0,4,0.0,29.47,30.14,3.5,6,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-27,80,55,68,54,60,0,3,0.0,29.39,30.04,1.6,7,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-28,69,60,65,57,60,0,0,0.0,29.46,30.11,7.3,4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-29,65,56,61,57,59,4,0,0.11,29.31,29.99,1.6,33,4.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2008-09-30,61,48,55,45,50,10,0,0.01,29.27,29.94,9.3,31,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,62,46,54,41,47,0,0,0.0,29.3,29.96,10.9,33,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-02,62,43,53,40,47,12,0,0.0,29.24,29.92,9.5,28,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-03,59,49,54,43,49,11,0,0.01,29.4,30.04,6.0,6,8.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-04,60,42,51,39,46,14,0,0.0,29.57,30.23,3.1,11,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-05,61,46,54,41,49,11,0,0.03,29.57,30.24,6.5,11,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-06,70,56,63,46,54,2,0,0.0,29.55,30.23,8.9,12,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-07,65,56,61,52,56,4,0,0.86,29.31,30.01,9.5,14,10.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-08,63,52,58,52,55,7,0,0.29,29.2,29.86,7.4,26,8.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-09,69,48,59,39,49,6,0,0.0,29.41,30.05,3.9,29,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-10,73,46,60,41,51,5,0,0.0,29.52,30.17,5.3,11,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-11,80,55,68,50,57,0,3,0.0,29.58,30.24,3.9,14,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-12,86,62,74,54,62,0,9,0.0,29.61,30.26,5.8,16,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-13,79,64,72,57,63,0,7,0.0,29.54,30.2,8.3,20,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-14,70,55,63,43,52,2,0,0.0,29.54,30.21,1.5,34,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-15,64,50,57,51,54,8,0,0.24,29.39,30.05,3.6,32,6.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-16,59,44,52,39,45,13,0,0.0,29.57,30.24,6.7,35,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-17,56,44,50,40,46,15,0,0.0,29.59,30.25,5.8,36,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-18,60,46,53,41,47,12,0,0.14,29.65,30.32,2.4,7,5.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-19,62,44,53,37,46,12,0,0.0,29.57,30.25,10.6,19,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-20,56,44,50,43,47,15,0,0.31,29.54,30.21,3.2,31,7.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-21,55,39,47,37,43,18,0,0.0,29.7,30.37,6.7,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-22,54,40,47,29,40,18,0,0.0,29.71,30.4,12.0,12,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-23,60,40,50,34,43,15,0,0.09,29.56,30.27,10.6,12,10.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-24,56,45,51,44,47,14,0,0.63,29.25,29.97,5.6,20,6.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-25,53,43,48,41,45,17,0,0.0,29.09,29.79,12.8,23,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-26,56,36,46,34,41,19,0,0.01,29.17,29.81,17.5,27,18.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008-10-27,47,34,41,28,35,24,0,0.0,29.57,30.21,13.4,31,13.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008-10-28,45,32,39,23,33,26,0,0.0,29.6,30.31,9.9,30,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-29,51,33,42,25,35,23,0,0.0,29.54,30.22,1.7,29,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-30,63,34,49,31,41,16,0,0.0,29.65,30.33,9.3,19,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-31,71,49,60,46,51,5,0,0.0,29.64,30.3,6.0,22,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
