date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,bcfg,br,dz,fg,fg+,fu,gr,hz,mifg,ra,sn,sq,ts,tsra,vcfg,vcts
2007-10-31,62,41,52,37,46,13,0,0.0,29.3,30.02,12.2,25,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,74,48,61,51,56,4,0,0.0,28.95,29.67,10.6,16,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-02,74,51,63,55,58,2,0,1.28,28.79,29.53,13.8,20,15.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-03,56,43,50,41,46,15,0,0.0,29.01,29.69,10.4,25,12.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-04,65,38,52,34,45,13,0,0.0,29.31,30.02,5.6,24,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-05,75,50,63,38,50,2,0,0.0,29.27,29.99,4.4,26,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-06,81,46,64,44,55,1,0,0.0,29.16,29.88,6.3,22,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-07,70,49,60,52,56,5,0,0.76,28.97,29.69,3.5,23,12.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-08,59,45,52,35,44,13,0,0.0,29.08,29.82,12.2,5,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-09,58,41,50,34,43,15,0,0.0,29.15,29.85,6.3,3,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-10,61,38,50,37,45,15,0,0.0,29.08,29.85,5.9,7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-11,58,46,52,43,47,13,0,0.95,28.85,29.55,14.5,2,17.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-12,56,40,48,38,43,17,0,0.0,29.26,29.96,5.1,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-13,73,40,57,45,51,8,0,0.08,29.2,29.93,15.5,18,15.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-14,64,45,55,48,52,10,0,0.02,29.19,29.89,2.0,25,9.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-15,57,43,50,37,45,15,0,0.0,29.33,30.05,6.8,5,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-16,73,40,57,41,50,8,0,0.0,29.1,29.86,8.9,25,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-17,73,52,63,41,52,2,0,0.12,28.87,29.61,12.9,30,14.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-18,55,44,50,39,45,15,0,0.0,28.93,29.64,3.5,34,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-19,60,40,50,33,43,15,0,0.0,28.96,29.69,3.9,7,5.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-20,66,47,57,37,47,8,0,0.0,28.94,29.66,7.3,31,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-21,66,41,54,36,46,11,0,0.0,29.0,29.7,7.2,32,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-22,59,45,52,38,45,13,0,0.0,29.24,29.94,8.8,5,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-23,57,46,52,39,45,13,0,0.0,29.41,30.12,10.7,3,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-24,67,40,54,40,48,11,0,0.0,29.44,30.18,7.4,7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-25,78,44,61,50,57,4,0,0.0,29.18,29.93,10.3,18,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008-05-26,81,47,64,60,64,1,0,0.48,29.11,29.81,6.2,25,11.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-27,50,42,46,35,42,19,0,0.0,29.5,30.19,19.2,3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-28,62,43,53,32,43,12,0,0.0,29.6,30.34,8.2,6,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-29,67,42,55,37,47,10,0,0.01,29.39,30.16,3.5,11,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-05-30,77,55,66,59,62,0,1,0.4,29.03,29.79,8.4,21,10.4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-05-31,79,59,69,56,62,0,4,0.0,29.1,29.8,10.8,28,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,74,53,64,47,55,1,0,0.0,29.23,29.95,4.6,10,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-02,86,56,71,52,60,0,6,0.0,29.16,29.89,1.9,8,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-03,69,55,62,55,57,3,0,0.52,28.97,29.69,7.3,4,9.2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2008-06-04,78,54,66,59,61,0,1,0.0,28.9,29.62,4.5,4,5.2,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
2008-06-05,87,60,74,68,71,0,9,0.64,29.0,29.7,11.5,20,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008-06-06,87,73,80,68,72,0,15,0.0,29.07,29.76,21.1,20,21.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-07,85,69,77,71,73,0,12,0.11,29.16,29.86,12.5,19,13.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008-06-08,85,64,75,68,70,0,10,1.24,29.11,29.81,6.5,18,12.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2008-06-09,74,65,70,64,66,0,5,0.14,29.1,29.82,6.3,22,7.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-10,79,59,69,56,61,0,4,0.0,29.18,29.89,8.8,25,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-11,86,61,74,56,64,0,9,0.0,29.28,29.99,8.9,18,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-12,91,73,82,63,69,0,17,0.0,29.2,29.9,16.1,18,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-13,82,65,74,62,66,0,9,0.39,29.21,29.92,8.9,22,9.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-06-14,84,59,72,53,61,0,7,0.0,29.23,29.94,8.3,24,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-15,81,61,71,60,64,0,6,0.18,29.15,29.84,8.1,24,9.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-16,72,59,66,49,57,0,1,0.0,29.2,29.91,10.7,31,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-17,76,55,66,46,55,0,1,0.0,29.26,29.97,10.7,30,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-18,77,56,67,48,56,0,2,0.0,29.21,29.92,4.8,3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-19,81,52,67,46,56,0,2,0.0,29.21,29.93,1.8,25,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-20,82,58,70,53,60,0,5,0.09,29.25,29.96,6.7,22,7.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-06-21,82,61,72,52,61,0,7,0.01,29.24,29.95,7.1,29,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-22,82,57,70,52,59,0,5,0.16,29.18,29.89,2.9,31,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2008-06-23,77,56,67,54,59,0,2,0.0,29.33,30.04,3.9,4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-24,82,55,69,53,60,0,4,0.0,29.44,30.15,5.1,18,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-25,79,66,73,64,67,0,8,0.08,29.28,29.99,8.0,22,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-26,86,70,78,66,70,0,13,0.0,29.15,29.86,6.3,26,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-27,84,66,75,67,70,0,10,0.0,29.05,29.76,6.7,22,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-28,83,64,74,55,63,0,9,0.04,28.98,29.69,12.1,25,13.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2008-06-29,75,60,68,58,61,0,3,0.58,29.08,29.77,7.3,31,9.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-06-30,80,59,70,50,58,0,5,0.0,29.28,29.98,6.0,34,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,83,58,71,51,60,0,6,0.0,29.24,29.97,8.1,24,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-02,87,63,75,62,66,0,10,0.2,29.09,29.79,8.7,23,13.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2008-07-03,71,55,63,51,57,2,0,0.0,29.34,30.04,11.6,3,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-04,76,52,64,50,57,1,0,0.0,29.35,30.06,6.0,5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-05,80,54,67,52,59,0,2,0.0,29.31,30.03,4.6,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-06,87,59,73,57,65,0,8,0.0,29.21,29.94,9.3,19,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-07,87,71,79,67,71,0,14,0.03,29.16,29.87,10.9,22,11.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-08,85,70,78,67,71,0,13,0.03,29.1,29.81,7.8,26,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-09,85,67,76,55,63,0,11,0.0,29.26,29.95,9.5,31,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-10,82,64,73,63,66,0,8,0.72,29.26,29.99,8.5,23,9.2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-11,88,64,76,65,69,0,11,0.34,29.23,29.97,5.2,20,8.4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-12,81,65,73,63,66,0,8,0.73,29.19,29.89,7.7,26,10.3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2008-07-13,79,62,71,54,61,0,6,0.0,29.12,29.84,12.1,27,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-14,84,62,73,54,62,0,8,0.0,29.22,29.92,4.5,29,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-15,90,61,76,62,68,0,11,0.0,29.3,30.0,6.8,23,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-16,90,71,81,66,70,0,16,0.0,29.39,30.09,5.0,23,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-17,89,71,80,66,71,0,15,0.0,29.33,30.05,8.6,22,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-18,86,74,80,68,72,0,15,0.04,29.24,29.95,2.6,22,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-07-19,78,67,73,68,69,0,8,1.61,29.19,29.91,2.0,33,5.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2008-07-20,86,68,77,68,71,0,12,0.74,29.2,29.91,4.5,25,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008-07-21,83,68,76,65,68,0,11,0.13,29.21,29.92,3.3,3,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-22,77,63,70,59,64,0,5,0.0,29.31,30.0,8.2,3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-23,81,60,71,52,60,0,6,0.0,29.39,30.1,7.6,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-24,82,59,71,53,61,0,6,0.0,29.33,30.05,3.9,24,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-25,82,61,72,63,67,0,7,0.0,29.26,29.99,5.5,23,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-26,84,65,75,58,65,0,10,0.0,29.22,29.94,8.5,31,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-27,83,62,73,58,64,0,8,0.0,29.16,29.89,5.9,24,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-28,85,66,76,63,67,0,11,0.0,29.16,29.87,4.0,7,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-29,88,65,77,67,70,0,12,0.05,29.14,29.85,6.4,20,7.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-07-30,89,72,81,65,70,0,16,0.0,29.04,29.75,7.8,27,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-31,89,72,81,67,70,0,16,0.14,29.06,29.76,4.9,27,5.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-01,89,68,79,68,72,0,14,1.05,29.09,29.79,3.1,31,5.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-02,81,65,73,59,65,0,8,0.0,29.24,29.93,8.4,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-03,84,61,73,61,66,0,8,0.0,29.24,29.96,5.3,18,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-04,87,70,79,68,70,0,14,2.43,29.18,29.9,3.1,18,9.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2008-08-05,87,69,78,67,71,0,13,0.0,29.24,29.93,6.2,31,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-08-06,84,67,76,60,66,0,11,0.0,29.29,30.0,6.8,30,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-07,82,64,73,56,63,0,8,0.0,29.26,29.98,7.8,34,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-08,79,63,71,54,61,0,6,0.0,29.29,30.01,4.5,2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-09,80,62,71,58,62,0,6,0.0,29.2,29.92,2.6,31,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-10,74,58,66,52,58,0,1,0.0,29.31,30.02,8.4,2,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-11,77,59,68,57,61,0,3,0.0,29.3,30.02,3.9,5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-12,77,61,69,57,62,0,4,0.0,29.17,29.9,3.3,10,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-13,79,66,73,59,63,0,8,0.06,29.11,29.84,3.0,7,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-14,79,63,71,60,64,0,6,0.0,29.23,29.93,7.3,3,7.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-08-15,78,61,70,54,61,0,5,0.0,29.44,30.13,6.9,3,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-16,83,58,71,53,61,0,6,0.0,29.4,30.13,5.7,29,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-17,84,63,74,60,65,0,9,0.0,29.28,30.01,7.9,26,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-18,85,65,75,57,64,0,10,0.0,29.26,29.98,7.2,27,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-19,82,63,73,64,67,0,8,0.0,29.38,30.08,5.9,4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-20,81,65,73,60,65,0,8,0.0,29.4,30.12,6.0,9,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-21,82,68,75,61,66,0,10,0.0,29.31,30.03,6.5,15,8.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-22,83,72,78,68,71,0,13,0.09,29.32,30.03,12.7,19,12.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2008-08-23,87,68,78,66,70,0,13,0.0,29.31,30.02,7.6,25,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-24,77,63,70,57,62,0,5,0.0,29.34,30.05,7.7,3,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-25,74,64,69,54,60,0,4,0.0,29.36,30.08,11.1,5,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-26,76,61,69,54,60,0,4,0.0,29.29,30.03,7.7,7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-27,83,61,72,56,63,0,7,0.0,29.2,29.93,4.6,7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-28,80,63,72,64,67,0,7,0.06,29.1,29.82,5.7,19,6.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-29,85,64,75,58,65,0,10,0.04,29.24,29.93,3.5,35,6.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-08-30,87,56,72,55,62,0,7,0.0,29.39,30.09,2.6,24,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-31,90,60,75,56,64,0,10,0.0,29.41,30.13,4.8,13,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,90,62,76,54,63,0,11,0.0,29.37,30.09,7.0,14,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-02,94,65,80,61,68,0,15,0.0,29.31,30.02,3.2,21,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09-03,77,66,72,60,64,0,7,0.02,29.31,30.02,9.8,1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008-09-04,67,61,64,61,62,1,0,2.9,29.08,29.82,11.6,3,12.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-05,70,57,64,56,59,1,0,0.0,29.22,29.93,5.9,34,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-06,74,53,64,54,58,1,0,0.01,29.28,29.98,4.9,27,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-07,74,55,65,51,57,0,0,0.0,29.35,30.06,6.4,26,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-08,67,52,60,52,55,5,0,1.23,29.41,30.11,4.6,34,6.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-09,69,49,59,45,52,6,0,0.0,29.45,30.17,3.9,36,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-10,72,48,60,48,54,5,0,0.0,29.47,30.21,4.3,14,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-11,79,55,67,57,61,0,2,0.0,29.33,30.08,8.9,18,9.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-12,73,69,71,67,68,0,6,0.37,29.22,29.96,6.0,22,6.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-13,75,68,72,69,70,0,7,6.64,28.97,29.71,6.4,21,9.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-14,72,58,65,61,62,0,0,1.44,28.97,29.67,7.7,31,10.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-15,63,53,58,51,55,7,0,0.0,29.41,30.1,5.7,34,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-16,71,49,60,50,55,5,0,0.0,29.47,30.19,5.3,23,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-17,82,57,70,56,60,0,5,0.0,29.46,30.18,2.1,29,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-18,74,56,65,55,60,0,0,0.0,29.56,30.28,6.1,9,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-19,77,54,66,54,59,0,1,0.0,29.47,30.2,5.8,19,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-20,82,56,69,57,61,0,4,0.0,29.46,30.17,1.7,16,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-21,80,58,69,61,64,0,4,0.0,29.55,30.26,3.8,5,4.2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2008-09-22,81,61,71,59,64,0,6,0.0,29.59,30.31,6.9,11,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-23,82,59,71,57,62,0,6,0.0,29.56,30.29,7.0,15,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-24,82,57,70,59,63,0,5,0.2,29.54,30.27,2.6,23,4.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2008-09-25,77,63,70,61,64,0,5,0.0,29.54,30.27,6.9,4,7.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-09-26,79,59,69,55,60,0,4,0.0,29.42,30.16,3.0,6,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-27,81,53,67,54,60,0,2,0.0,29.33,30.06,1.0,3,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-28,68,57,63,57,60,2,0,0.0,29.41,30.13,7.2,4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-29,64,54,59,55,57,6,0,0.82,29.26,30.0,3.5,33,4.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-09-30,59,48,54,44,49,11,0,0.0,29.21,29.95,11.4,31,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,61,46,54,40,47,11,0,0.0,29.24,29.97,11.2,33,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-02,61,42,52,40,47,13,0,0.0,29.18,29.91,8.7,28,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-03,60,44,52,42,47,13,0,0.01,29.34,30.05,6.5,3,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-04,61,38,50,38,45,15,0,0.0,29.51,30.23,3.2,11,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-05,61,41,51,43,48,14,0,0.06,29.51,30.25,5.6,11,6.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-06,69,54,62,47,54,3,0,0.0,29.49,30.23,10.5,11,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-07,63,56,60,52,56,5,0,0.8,29.24,30.01,10.3,13,11.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-08,64,50,57,51,54,8,0,0.19,29.13,29.85,7.5,26,8.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-09,69,47,58,38,49,7,0,0.0,29.36,30.05,5.5,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-10,72,42,57,42,50,8,0,0.0,29.47,30.18,4.8,11,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-11,79,51,65,50,57,0,0,0.0,29.52,30.24,4.2,14,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-12,84,57,71,56,61,0,6,0.0,29.55,30.27,4.3,15,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-13,77,61,69,58,63,0,4,0.0,29.47,30.21,7.7,20,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-14,69,53,61,43,51,4,0,0.0,29.49,30.22,2.0,30,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-15,63,47,55,50,53,10,0,0.3,29.34,30.06,4.2,32,6.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-16,59,43,51,38,44,14,0,0.0,29.52,30.25,6.1,35,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-17,57,43,50,39,44,15,0,0.0,29.53,30.26,6.2,36,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-18,60,43,52,40,45,13,0,0.05,29.58,30.32,2.1,7,6.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-19,62,40,51,37,45,14,0,0.0,29.49,30.24,12.0,19,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-20,55,43,49,42,46,16,0,0.18,29.48,30.21,4.0,31,7.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-21,55,38,47,35,42,18,0,0.0,29.64,30.37,7.1,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-22,52,35,44,30,40,21,0,0.0,29.65,30.39,12.1,12,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-23,58,41,50,36,44,15,0,0.16,29.5,30.27,11.5,12,11.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-24,54,44,49,44,47,16,0,0.32,29.18,29.96,5.3,19,6.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2008-10-25,53,43,48,40,44,17,0,0.0,29.02,29.77,11.9,22,12.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-26,56,37,47,32,41,18,0,0.0,29.1,29.8,17.2,27,17.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-10-27,47,33,40,27,35,25,0,0.0,29.51,30.2,13.7,31,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-28,45,31,38,23,33,27,0,0.0,29.54,30.29,10.5,30,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-29,51,32,42,24,34,23,0,0.0,29.47,30.21,3.7,32,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-30,62,31,47,32,41,18,0,0.0,29.57,30.31,10.5,19,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-31,70,48,59,46,51,6,0,0.0,29.57,30.3,5.7,22,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
